"TABLE 11.—  MS-LTC-DRGS, RELATIVE WEIGHTS, GEOMETRIC AVERAGE LENGTH OF STAY, SHORT-STAY OUTLIER (SSO) THRESHOLD FOR DISCHARGES OCCURRING FROM OCTOBER 1, 2018 THROUGH SEPTEMBER 30, 2019 UNDER THE LTCH PPS - Correction"					
MS-LTC-DRG	MS-LTC-DRG Title	FY 2017 LTCH Cases	Relative Weight	Geometric Average Length of Stay1	Short-Stay Outlier (SSO) Threshold2
453*	Combined anterior/posterior spinal fusion w MCC	0	0.9310	24.1	20.1
454*	Combined anterior/posterior spinal fusion w CC	0	0.6946	20.8	17.3
455*	Combined anterior/posterior spinal fusion w/o CC/MCC	0	0.4545	15.4	12.8
456	Spinal fus exc cerv w spinal curv/malig/infec or ext fus w MCC	1	1.0772	26.3	21.9
457*	Spinal fus exc cerv w spinal curv/malig/infec or ext fus w CC	0	0.6946	20.8	17.3
458*	Spinal fus exc cerv w spinal curv/malig/infec or ext fus w/o CC/MCC	0	0.4545	15.4	12.8
459*	Spinal fusion except cervical w MCC	0	0.9310	24.1	20.1
460*	Spinal fusion except cervical w/o MCC	0	0.6946	20.8	17.3
461*	Bilateral or multiple major joint procs of lower extremity w MCC	0	0.9310	24.1	20.1
462*	Bilateral or multiple major joint procs of lower extremity w/o MCC	0	0.6946	20.8	17.3
463	"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC"	385	1.5804	39.3	32.8
464	"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC"	51	1.1040	32.6	27.2
465	"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC"	1	1.0772	26.3	21.9
466	Revision of hip or knee replacement w MCC	1	1.7328	37.2	31
467*	Revision of hip or knee replacement w CC	0	1.0772	26.3	21.9
468*	Revision of hip or knee replacement w/o CC/MCC	0	1.0772	26.3	21.9
469*	Major hip and knee joint replacement or reattachment of lower extremity w MCC or total ankle replacement	0	1.7840	43.9	36.6
470*	Major hip and knee joint replacement or reattachment of lower extremity w/o MCC	0	1.0772	26.3	21.9
471*	Cervical spinal fusion w MCC	0	0.9310	24.1	20.1
472*	Cervical spinal fusion w CC	0	0.6946	20.8	17.3
473*	Cervical spinal fusion w/o CC/MCC	0	0.4545	15.4	12.8
474	Amputation for musculoskeletal sys & conn tissue dis w MCC	38	1.7840	43.9	36.6
475	Amputation for musculoskeletal sys & conn tissue dis w CC	6	1.0772	26.3	21.9
476	Amputation for musculoskeletal sys & conn tissue dis w/o CC/MCC	1	1.0772	26.3	21.9
477	Biopsies of musculoskeletal system & connective tissue w MCC	23	1.7328	37.2	31
478*	Biopsies of musculoskeletal system & connective tissue w CC	0	1.0772	26.3	21.9
479*	Biopsies of musculoskeletal system & connective tissue w/o CC/MCC	0	0.4545	15.4	12.8
480	Hip & femur procedures except major joint w MCC	4	1.7328	37.2	31
481	Hip & femur procedures except major joint w CC	1	1.7328	37.2	31
482*	Hip & femur procedures except major joint w/o CC/MCC	0	0.4545	15.4	12.8
483	Major joint/limb reattachment procedure of upper extremities	1	1.7328	37.2	31
485	Knee procedures w pdx of infection w MCC	2	0.8061	22.3	18.6
486*	Knee procedures w pdx of infection w CC	0	0.4545	15.4	12.8
487*	Knee procedures w pdx of infection w/o CC/MCC	0	0.4545	15.4	12.8
488	Knee procedures w/o pdx of infection w CC/MCC	1	0.4545	15.4	12.8
489*	Knee procedures w/o pdx of infection w/o CC/MCC	0	0.4545	15.4	12.8
492	"Lower extrem & humer proc except hip,foot,femur w MCC"	9	1.7328	37.2	31
493	"Lower extrem & humer proc except hip,foot,femur w CC"	2	1.0772	26.3	21.9
494	"Lower extrem & humer proc except hip,foot,femur w/o CC/MCC"	1	0.4545	15.4	12.8
495	Local excision & removal int fix devices exc hip & femur w MCC	2	1.7328	37.2	31
496*	Local excision & removal int fix devices exc hip & femur w CC	0	0.4545	15.4	12.8
497*	Local excision & removal int fix devices exc hip & femur w/o CC/MCC	0	0.4545	15.4	12.8
498	Local excision & removal int fix devices of hip & femur w CC/MCC	3	1.7328	37.2	31
499*	Local excision & removal int fix devices of hip & femur w/o CC/MCC	0	0.4545	15.4	12.8
500	Soft tissue procedures w MCC	112	1.5341	35.8	29.8
501	Soft tissue procedures w CC	11	0.8061	22.3	18.6
502*	Soft tissue procedures w/o CC/MCC	1	0.8061	22.3	18.6
503	Foot procedures w MCC	11	1.0772	26.3	21.9
504	Foot procedures w CC	1	0.4545	15.4	12.8
505*	Foot procedures w/o CC/MCC	0	0.4545	15.4	12.8
506*	Major thumb or joint procedures	0	1.7328	37.2	31
507	Major shoulder or elbow joint procedures w CC/MCC	2	1.7328	37.2	31
508*	Major shoulder or elbow joint procedures w/o CC/MCC	0	0.4545	15.4	12.8
509*	Arthroscopy	0	0.4545	15.4	12.8
510	"Shoulder,elbow or forearm proc,exc major joint proc w MCC"	1	0.4545	15.4	12.8
511*	"Shoulder,elbow or forearm proc,exc major joint proc w CC"	0	0.4545	15.4	12.8
512*	"Shoulder,elbow or forearm proc,exc major joint proc w/o CC/MCC"	0	0.4545	15.4	12.8
513	"Hand or wrist proc, except major thumb or joint proc w CC/MCC"	2	1.7328	37.2	31
514*	"Hand or wrist proc, except major thumb or joint proc w/o CC/MCC"	0	0.4545	15.4	12.8
515	Other musculoskelet sys & conn tiss O.R. proc w MCC	55	1.5259	34.5	28.8
516*	Other musculoskelet sys & conn tiss O.R. proc w CC	0	0.4545	15.4	12.8
517*	Other musculoskelet sys & conn tiss O.R. proc w/o CC/MCC	0	0.4545	15.4	12.8
518	Back & neck proc exc spinal fusion w MCC or disc device/neurostim	4	1.7328	37.2	31
519*	Back & neck proc exc spinal fusion w CC	0	0.6946	20.8	17.3
520*	Back & neck proc exc spinal fusion w/o CC/MCC	0	0.4545	15.4	12.8
533*	Fractures of femur w MCC	0	0.4545	15.4	12.8
534*	Fractures of femur w/o MCC	0	0.4545	15.4	12.8
535	Fractures of hip & pelvis w MCC	6	1.0772	26.3	21.9
536	Fractures of hip & pelvis w/o MCC	3	0.6090	19.1	15.9
537*	"Sprains, strains, & dislocations of hip, pelvis & thigh w CC/MCC"	0	0.4545	15.4	12.8
538*	"Sprains, strains, & dislocations of hip, pelvis & thigh w/o CC/MCC"	0	0.4545	15.4	12.8
539	Osteomyelitis w MCC	938	1.1007	29.1	24.3
540	Osteomyelitis w CC	141	0.8287	25.6	21.3
541	Osteomyelitis w/o CC/MCC	6	0.8061	22.3	18.6
542	Pathological fractures & musculoskelet & conn tiss malig w MCC	10	0.8061	22.3	18.6
543	Pathological fractures & musculoskelet & conn tiss malig w CC	2	0.4545	15.4	12.8
544*	Pathological fractures & musculoskelet & conn tiss malig w/o CC/MCC	0	0.4545	15.4	12.8
545	Connective tissue disorders w MCC	24	1.0772	26.3	21.9
546	Connective tissue disorders w CC	1	0.4545	15.4	12.8
547*	Connective tissue disorders w/o CC/MCC	0	0.4545	15.4	12.8
548	Septic arthritis w MCC	95	1.0746	26.5	22.1
549*	Septic arthritis w CC	23	0.8061	22.3	18.6
550	Septic arthritis w/o CC/MCC	1	0.4545	15.4	12.8
551	Medical back problems w MCC	70	1.0870	28.1	23.4
552	Medical back problems w/o MCC	13	0.6090	19.1	15.9
553	Bone diseases & arthropathies w MCC	2	1.0772	26.3	21.9
554	Bone diseases & arthropathies w/o MCC	2	0.4545	15.4	12.8
555	Signs & symptoms of musculoskeletal system & conn tissue w MCC	4	0.6090	19.1	15.9
556	Signs & symptoms of musculoskeletal system & conn tissue w/o MCC	2	0.6090	19.1	15.9
557	"Tendonitis, myositis & bursitis w MCC"	148	0.9448	25.8	21.5
558	"Tendonitis, myositis & bursitis w/o MCC"	59	0.7940	24	20
559	"Aftercare, musculoskeletal system & connective tissue w MCC"	770	0.8971	24.2	20.2
560	"Aftercare, musculoskeletal system & connective tissue w CC"	279	0.7153	23.4	19.5
561*	"Aftercare, musculoskeletal system & connective tissue w/o CC/MCC"	24	0.7153	23.4	19.5
562	"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w MCC"	3	1.0772	26.3	21.9
563	"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w/o MCC"	2	0.6090	19.1	15.9
564	Other musculoskeletal sys & connective tissue diagnoses w MCC	177	0.9310	24.1	20.1
565	Other musculoskeletal sys & connective tissue diagnoses w CC	30	0.6946	20.8	17.3
566	Other musculoskeletal sys & connective tissue diagnoses w/o CC/MCC	2	0.4545	15.4	12.8
570	Skin debridement w MCC	309	1.4196	35.3	29.4
571	Skin debridement w CC	101	0.9924	31.1	25.9
572*	Skin debridement w/o CC/MCC	3	0.9924	31.1	25.9
573	Skin graft for skin ulcer or cellulitis w MCC	53	1.6854	45.1	37.6
574	Skin graft for skin ulcer or cellulitis w CC	29	1.4366	41	34.2
575*	Skin graft for skin ulcer or cellulitis w/o CC/MCC	0	0.6090	19.1	15.9
576	Skin graft exc for skin ulcer or cellulitis w MCC	4	1.7328	37.2	31
577	Skin graft exc for skin ulcer or cellulitis w CC	3	1.0772	26.3	21.9
578*	Skin graft exc for skin ulcer or cellulitis w/o CC/MCC	0	0.6090	19.1	15.9
579	"Other skin, subcut tiss & breast proc w MCC"	221	1.2473	30.7	25.6
580	"Other skin, subcut tiss & breast proc w CC"	55	1.1176	31.8	26.5
581	"Other skin, subcut tiss & breast proc w/o CC/MCC"	2	0.6090	19.1	15.9
582*	Mastectomy for malignancy w CC/MCC	0	0.9924	31.1	25.9
583*	Mastectomy for malignancy w/o CC/MCC	0	0.6090	19.1	15.9
584*	"Breast biopsy, local excision & other breast procedures w CC/MCC"	0	0.9924	31.1	25.9
585*	"Breast biopsy, local excision & other breast procedures w/o CC/MCC"	0	0.6090	19.1	15.9
592	Skin ulcers w MCC	725	0.9504	25	20.8
593	Skin ulcers w CC	209	0.7396	24.3	20.3
594	Skin ulcers w/o CC/MCC	15	0.6090	19.1	15.9
595	Major skin disorders w MCC	14	0.8061	22.3	18.6
596	Major skin disorders w/o MCC	8	0.4545	15.4	12.8
597	Malignant breast disorders w MCC	5	0.6090	19.1	15.9
598	Malignant breast disorders w CC	0	0.6090	19.1	15.9
599*	Malignant breast disorders w/o CC/MCC	0	0.4545	15.4	12.8
600	Non-malignant breast disorders w CC/MCC	8	0.8061	22.3	18.6
601*	Non-malignant breast disorders w/o CC/MCC	0	0.4545	15.4	12.8
602	Cellulitis w MCC	350	0.7995	22.3	18.6
603	Cellulitis w/o MCC	161	0.5315	18.1	15.1
604	"Trauma to the skin, subcut tiss & breast w MCC"	32	0.8904	25.1	20.9
605	"Trauma to the skin, subcut tiss & breast w/o MCC"	24	0.8061	22.3	18.6
606	Minor skin disorders w MCC	41	1.2021	24.9	20.8
607	Minor skin disorders w/o MCC	10	0.6090	19.1	15.9
614*	Adrenal & pituitary procedures w CC/MCC	0	0.8061	22.3	18.6
615*	Adrenal & pituitary procedures w/o CC/MCC	0	0.4545	15.4	12.8
616	"Amputat of lower limb for endocrine,nutrit,& metabol dis w MCC"	27	1.4208	35	29.2
617*	"Amputat of lower limb for endocrine,nutrit,& metabol dis w CC"	19	1.4208	35	29.2
618*	"Amputat of lower limb for endocrine,nutrit,& metabol dis w/o CC/MCC"	0	1.0772	26.3	21.9
619*	O.R. procedures for obesity w MCC	0	1.5380	34.2	28.5
620*	O.R. procedures for obesity w CC	0	1.0772	26.3	21.9
621*	O.R. procedures for obesity w/o CC/MCC	0	0.8061	22.3	18.6
622	"Skin grafts & wound debrid for endoc, nutrit & metab dis w MCC"	137	1.5330	33.9	28.3
623	"Skin grafts & wound debrid for endoc, nutrit & metab dis w CC"	85	1.0596	29	24.2
624*	"Skin grafts & wound debrid for endoc, nutrit & metab dis w/o CC/MCC"	0	0.6090	19.1	15.9
625*	"Thyroid, parathyroid & thyroglossal procedures w MCC"	0	1.7169	35.1	29.3
626*	"Thyroid, parathyroid & thyroglossal procedures w CC"	0	1.0772	26.3	21.9
627*	"Thyroid, parathyroid & thyroglossal procedures w/o CC/MCC"	0	0.6090	19.1	15.9
628	"Other endocrine, nutrit & metab O.R. proc w MCC"	42	1.7169	35.1	29.3
629	"Other endocrine, nutrit & metab O.R. proc w CC"	24	1.0772	26.3	21.9
630*	"Other endocrine, nutrit & metab O.R. proc w/o CC/MCC"	0	0.6090	19.1	15.9
637	Diabetes w MCC	457	1.0313	26.2	21.8
638	Diabetes w CC	265	0.8198	23.8	19.8
639	Diabetes w/o CC/MCC	4	0.4545	15.4	12.8
640	"Misc disorders of nutrition,metabolism,fluids/electrolytes w MCC"	182	0.9733	23.9	19.9
641	"Misc disorders of nutrition,metabolism,fluids/electrolytes w/o MCC"	75	0.6731	19.6	16.3
642	Inborn and other disorders of metabolism	2	1.0772	26.3	21.9
643	Endocrine disorders w MCC	21	0.8061	22.3	18.6
644*	Endocrine disorders w CC	10	0.8061	22.3	18.6
645	Endocrine disorders w/o CC/MCC	1	0.4545	15.4	12.8
652	Kidney transplant	0	0.0000	0	0
653	Major bladder procedures w MCC	1	1.7328	37.2	31
654*	Major bladder procedures w CC	0	1.0772	26.3	21.9
655*	Major bladder procedures w/o CC/MCC	0	0.8061	22.3	18.6
656*	Kidney & ureter procedures for neoplasm w MCC	0	1.0772	26.3	21.9
657*	Kidney & ureter procedures for neoplasm w CC	0	0.8061	22.3	18.6
658*	Kidney & ureter procedures for neoplasm w/o CC/MCC	0	0.8061	22.3	18.6
659	Kidney & ureter procedures for non-neoplasm w MCC	11	1.0772	26.3	21.9
660*	Kidney & ureter procedures for non-neoplasm w CC	1	1.0772	26.3	21.9
661	Kidney & ureter procedures for non-neoplasm w/o CC/MCC	1	0.8061	22.3	18.6
662*	Minor bladder procedures w MCC	0	1.0772	26.3	21.9
663*	Minor bladder procedures w CC	0	0.8061	22.3	18.6
664*	Minor bladder procedures w/o CC/MCC	0	0.8061	22.3	18.6
665	Prostatectomy w MCC	2	1.0772	26.3	21.9
666*	Prostatectomy w CC	0	1.0772	26.3	21.9
667*	Prostatectomy w/o CC/MCC	0	0.8061	22.3	18.6
668	Transurethral procedures w MCC	2	1.7328	37.2	31
669	Transurethral procedures w CC	1	1.7328	37.2	31
670*	Transurethral procedures w/o CC/MCC	0	0.7200	20.3	16.9
671*	Urethral procedures w CC/MCC	0	0.7200	20.3	16.9
672*	Urethral procedures w/o CC/MCC	0	0.7200	20.3	16.9
673	Other kidney & urinary tract procedures w MCC	154	1.4987	33	27.5
674*	Other kidney & urinary tract procedures w CC	15	1.4987	33	27.5
675*	Other kidney & urinary tract procedures w/o CC/MCC	0	0.7200	20.3	16.9
682	Renal failure w MCC	"1,444"	0.9542	23.2	19.3
683	Renal failure w CC	311	0.7200	20.3	16.9
684*	Renal failure w/o CC/MCC	6	0.7200	20.3	16.9
686	Kidney & urinary tract neoplasms w MCC	3	1.7328	37.2	31
687	Kidney & urinary tract neoplasms w CC	2	1.0772	26.3	21.9
688*	Kidney & urinary tract neoplasms w/o CC/MCC	0	0.6854	20.9	17.4
689	Kidney & urinary tract infections w MCC	399	0.6954	20.6	17.2
690	Kidney & urinary tract infections w/o MCC	133	0.4969	17.3	14.4
691	Urinary stones w esw lithotripsy w CC/MCC	1	0.6090	19.1	15.9
692*	Urinary stones w esw lithotripsy w/o CC/MCC	0	0.4545	15.4	12.8
693	Urinary stones w/o esw lithotripsy w MCC	2	0.4545	15.4	12.8
694	Urinary stones w/o esw lithotripsy w/o MCC	4	0.4545	15.4	12.8
695	Kidney & urinary tract signs & symptoms w MCC	2	0.4545	15.4	12.8
696	Kidney & urinary tract signs & symptoms w/o MCC	1	0.4545	15.4	12.8
697*	Urethral stricture	0	0.8947	22.6	18.8
698	Other kidney & urinary tract diagnoses w MCC	278	0.8947	22.6	18.8
699	Other kidney & urinary tract diagnoses w CC	57	0.6854	20.9	17.4
700*	Other kidney & urinary tract diagnoses w/o CC/MCC	0	0.6854	20.9	17.4
707*	Major male pelvic procedures w CC/MCC	0	1.4987	33	27.5
708*	Major male pelvic procedures w/o CC/MCC	0	1.4987	33	27.5
709	Penis procedures w CC/MCC	3	1.0772	26.3	21.9
710*	Penis procedures w/o CC/MCC	0	0.6854	20.9	17.4
711	Testes procedures w CC/MCC	2	1.0772	26.3	21.9
712*	Testes procedures w/o CC/MCC	0	0.7200	20.3	16.9
713	Transurethral prostatectomy w CC/MCC	1	1.7328	37.2	31
714*	Transurethral prostatectomy w/o CC/MCC	0	1.7328	37.2	31
715*	Other male reproductive system O.R. proc for malignancy w CC/MCC	0	0.7200	20.3	16.9
716*	Other male reproductive system O.R. proc for malignancy w/o CC/MCC	0	0.7200	20.3	16.9
717	Other male reproductive system O.R. proc exc malignancy w CC/MCC	26	1.1355	28.7	23.9
718*	Other male reproductive system O.R. proc exc malignancy w/o CC/MCC	0	0.7200	20.3	16.9
722*	"Malignancy, male reproductive system w MCC"	1	0.8061	22.3	18.6
723*	"Malignancy, male reproductive system w CC"	2	0.8061	22.3	18.6
724	"Malignancy, male reproductive system w/o CC/MCC"	0	0.4545	15.4	12.8
725*	Benign prostatic hypertrophy w MCC	0	0.4545	15.4	12.8
726	Benign prostatic hypertrophy w/o MCC	1	0.4545	15.4	12.8
727	Inflammation of the male reproductive system w MCC	71	0.7366	22.8	19
728	Inflammation of the male reproductive system w/o MCC	28	0.5511	20.3	16.9
729	Other male reproductive system diagnoses w CC/MCC	3	1.0772	26.3	21.9
730*	Other male reproductive system diagnoses w/o CC/MCC	0	0.7200	20.3	16.9
734*	"Pelvic evisceration, rad hysterectomy & rad vulvectomy w CC/MCC"	0	1.0772	26.3	21.9
735*	"Pelvic evisceration, rad hysterectomy & rad vulvectomy w/o CC/MCC"	0	1.0772	26.3	21.9
736*	Uterine & adnexa proc for ovarian or adnexal malignancy w MCC	0	1.0772	26.3	21.9
737*	Uterine & adnexa proc for ovarian or adnexal malignancy w CC	0	1.0772	26.3	21.9
738*	Uterine & adnexa proc for ovarian or adnexal malignancy w/o CC/MCC	0	1.0772	26.3	21.9
739*	"Uterine,adnexa proc for non-ovarian/adnexal malig w MCC"	0	1.7169	35.1	29.3
740*	"Uterine,adnexa proc for non-ovarian/adnexal malig w CC"	0	1.0772	26.3	21.9
741*	"Uterine,adnexa proc for non-ovarian/adnexal malig w/o CC/MCC"	0	0.6090	19.1	15.9
742*	Uterine & adnexa proc for non-malignancy w CC/MCC	0	1.0772	26.3	21.9
743*	Uterine & adnexa proc for non-malignancy w/o CC/MCC	0	1.0772	26.3	21.9
744*	"D&C, conization, laparoscopy & tubal interruption w CC/MCC"	0	0.4545	15.4	12.8
745*	"D&C, conization, laparoscopy & tubal interruption w/o CC/MCC"	0	0.4545	15.4	12.8
746	"Vagina, cervix & vulva procedures w CC/MCC"	1	1.0772	26.3	21.9
747*	"Vagina, cervix & vulva procedures w/o CC/MCC"	0	1.0772	26.3	21.9
748*	Female reproductive system reconstructive procedures	0	1.0772	26.3	21.9
749	Other female reproductive system O.R. procedures w CC/MCC	8	1.0772	26.3	21.9
750*	Other female reproductive system O.R. procedures w/o CC/MCC	0	0.7200	20.3	16.9
754	"Malignancy, female reproductive system w MCC"	1	0.4545	15.4	12.8
755	"Malignancy, female reproductive system w CC"	0	0.4545	15.4	12.8
756*	"Malignancy, female reproductive system w/o CC/MCC"	0	0.4545	15.4	12.8
757	"Infections, female reproductive system w MCC"	49	0.9026	25.2	21
758	"Infections, female reproductive system w CC"	6	0.8061	22.3	18.6
759	"Infections, female reproductive system w/o CC/MCC"	2	0.6090	19.1	15.9
760	Menstrual & other female reproductive system disorders w CC/MCC	2	0.8061	22.3	18.6
761*	Menstrual & other female reproductive system disorders w/o CC/MCC	0	0.7200	20.3	16.9
768*	Vaginal delivery w O.R. proc except steril &/or D&C	0	0.6090	19.1	15.9
769*	Postpartum & post abortion diagnoses w O.R. procedure	0	0.6090	19.1	15.9
770*	"Abortion w D&C, aspiration curettage or hysterotomy"	0	0.6090	19.1	15.9
776*	Postpartum & post abortion diagnoses w/o O.R. procedure	0	0.6090	19.1	15.9
779*	Abortion w/o D&C	0	0.6090	19.1	15.9
783*	Cesarean section w sterilization w MCC	0	1.0772	26.3	21.9
784*	Cesarean section w sterilization w CC	0	1.0772	26.3	21.9
785*	Cesarean section w sterilization w/o CC/MCC	0	1.0772	26.3	21.9
786*	Cesarean section w/o sterilization w MCC	0	1.0772	26.3	21.9
787*	Cesarean section w/o sterilization w CC	0	1.0772	26.3	21.9
788*	Cesarean section w/o sterilization w/o CC/MCC	0	1.0772	26.3	21.9
789*	"Neonates, died or transferred to another acute care facility"	0	0.6090	19.1	15.9
790*	"Extreme immaturity or respiratory distress syndrome, neonate"	0	0.6090	19.1	15.9
791*	Prematurity w major problems	0	0.6090	19.1	15.9
792*	Prematurity w/o major problems	0	0.6090	19.1	15.9
793*	Full term neonate w major problems	0	0.6090	19.1	15.9
794*	Neonate w other significant problems	0	0.6090	19.1	15.9
795*	Normal newborn	0	0.6090	19.1	15.9
796*	Vaginal delivery w sterilization/D&C w MCC	0	0.6090	19.1	15.9
797*	Vaginal delivery w sterilization/D&C w CC	0	0.6090	19.1	15.9
798*	Vaginal delivery w sterilization/D&C wo CC/MCC	0	0.6090	19.1	15.9
799*	Splenectomy w MCC	0	1.5380	34.2	28.5
800*	Splenectomy w CC	0	1.0772	26.3	21.9
801*	Splenectomy w/o CC/MCC	0	1.0772	26.3	21.9
802	Other O.R. proc of the blood & blood forming organs w MCC	2	1.7328	37.2	31
803	Other O.R. proc of the blood & blood forming organs w CC	1	0.4545	15.4	12.8
804*	Other O.R. proc of the blood & blood forming organs w/o CC/MCC	0	0.4545	15.4	12.8
805*	Vaginal delivery w/o sterilization/D&C w MCC	0	0.4545	15.4	12.8
806*	Vaginal delivery w/o sterilization/D&C w CC	0	0.4545	15.4	12.8
807*	Vaginal delivery w/o sterilization/D&C w/o CC/MCC	0	0.4545	15.4	12.8
808	Major hematol/immun diag exc sickle cell crisis & coagul w MCC	10	1.7328	37.2	31
809	Major hematol/immun diag exc sickle cell crisis & coagul w CC	3	0.4545	15.4	12.8
810*	Major hematol/immun diag exc sickle cell crisis & coagul w/o CC/MCC	0	0.4545	15.4	12.8
811*	Red blood cell disorders w MCC	20	1.0772	26.3	21.9
812	Red blood cell disorders w/o MCC	13	1.0772	26.3	21.9
813	Coagulation disorders	23	0.8061	22.3	18.6
814	Reticuloendothelial & immunity disorders w MCC	5	0.6090	19.1	15.9
815	Reticuloendothelial & immunity disorders w CC	5	0.6090	19.1	15.9
816	Reticuloendothelial & immunity disorders w/o CC/MCC	1	0.4545	15.4	12.8
817*	Other antepartum diagnoses w O.R. procedure w MCC	0	0.6090	19.1	15.9
818*	Other antepartum diagnoses w O.R. procedure w CC	0	0.6090	19.1	15.9
819*	Other antepartum diagnoses w O.R. procedure w/o CC/MCC	0	0.6090	19.1	15.9
820*	Lymphoma & leukemia w major O.R. procedure w MCC	0	1.7328	37.2	31
821*	Lymphoma & leukemia w major O.R. procedure w CC	0	1.7328	37.2	31
822*	Lymphoma & leukemia w major O.R. procedure w/o CC/MCC	0	1.7328	37.2	31
823	Lymphoma & non-acute leukemia w other proc w MCC	2	1.7328	37.2	31
824*	Lymphoma & non-acute leukemia w other proc w CC	0	1.1040	32.6	27.2
825*	Lymphoma & non-acute leukemia w other proc w/o CC/MCC	0	1.0772	26.3	21.9
826*	Myeloprolif disord or poorly diff neopl w maj O.R. proc w MCC	0	1.7328	37.2	31
827*	Myeloprolif disord or poorly diff neopl w maj O.R. proc w CC	0	1.7328	37.2	31
828*	Myeloprolif disord or poorly diff neopl w maj O.R. proc w/o CC/MCC	0	1.7328	37.2	31
829*	Myeloproliferative disorders or poorly differentiated neoplasms w other procedure w CC/MCC	0	1.7328	37.2	31
830*	Myeloproliferative disorders or poorly differentiated neoplasms w other procedure w/o CC/MCC	0	1.7328	37.2	31
831*	Other antepartum diagnoses w/o O.R. procedure w MCC	0	0.6090	19.1	15.9
832*	Other antepartum diagnoses w/o O.R. Procedure w CC	0	0.6090	19.1	15.9
833*	Other antepartum diagnoses w/o O.R. procedure w/o CC/MCC	0	0.6090	19.1	15.9
834	Acute leukemia w/o major O.R. procedure w MCC	3	0.6090	19.1	15.9
835*	Acute leukemia w/o major O.R. procedure w CC	0	0.6090	19.1	15.9
836*	Acute leukemia w/o major O.R. procedure w/o CC/MCC	0	0.6090	19.1	15.9
837*	Chemo w acute leukemia as sdx or w high dose chemo agent w MCC	0	0.6090	19.1	15.9
838*	Chemo w acute leukemia as sdx w CC or high dose chemo agent	0	0.6090	19.1	15.9
839*	Chemo w acute leukemia as sdx w/o CC/MCC	0	0.6090	19.1	15.9
840	Lymphoma & non-acute leukemia w MCC	12	1.0772	26.3	21.9
841	Lymphoma & non-acute leukemia w CC	4	0.8061	22.3	18.6
842*	Lymphoma & non-acute leukemia w/o CC/MCC	0	0.8061	22.3	18.6
843	Other myeloprolif dis or poorly diff neopl diag w MCC	3	0.8061	22.3	18.6
844*	Other myeloprolif dis or poorly diff neopl diag w CC	0	0.8061	22.3	18.6
845*	Other myeloprolif dis or poorly diff neopl diag w/o CC/MCC	0	0.8061	22.3	18.6
846	Chemotherapy w/o acute leukemia as secondary diagnosis w MCC	7	1.0772	26.3	21.9
847	Chemotherapy w/o acute leukemia as secondary diagnosis w CC	1	0.6090	19.1	15.9
848*	Chemotherapy w/o acute leukemia as secondary diagnosis w/o CC/MCC	0	0.6090	19.1	15.9
849	Radiotherapy	5	0.8061	22.3	18.6
853	Infectious & parasitic diseases w O.R. procedure w MCC	889	1.8284	36.5	30.4
854	Infectious & parasitic diseases w O.R. procedure w CC	33	0.8449	21.9	18.3
855*	Infectious & parasitic diseases w O.R. procedure w/o CC/MCC	0	0.8449	21.9	18.3
856	Postoperative or post-traumatic infections w O.R. proc w MCC	201	1.4949	33.8	28.2
857	Postoperative or post-traumatic infections w O.R. proc w CC	26	0.9851	26.5	22.1
858*	Postoperative or post-traumatic infections w O.R. proc w/o CC/MCC	3	0.9851	26.5	22.1
862	Postoperative & post-traumatic infections w MCC	858	1.0186	25.5	21.3
863	Postoperative & post-traumatic infections w/o MCC	143	0.7421	22.5	18.8
864	Fever and inflammatory conditions	10	0.8061	22.3	18.6
865	Viral illness w MCC	22	1.0772	26.3	21.9
866	Viral illness w/o MCC	5	0.4545	15.4	12.8
867	Other infectious & parasitic diseases diagnoses w MCC	138	1.0761	23.9	19.9
868	Other infectious & parasitic diseases diagnoses w CC	16	0.8061	22.3	18.6
869	Other infectious & parasitic diseases diagnoses w/o CC/MCC	2	0.4545	15.4	12.8
870	Septicemia or severe sepsis w MV >96 hours	"1,243"	1.9597	29.9	24.9
871	Septicemia or severe sepsis w/o MV >96 hours w MCC	"4,232"	0.9185	22.6	18.8
872	Septicemia or severe sepsis w/o MV >96 hours w/o MCC	376	0.6172	18.5	15.4
876	O.R. procedure w principal diagnoses of mental illness	0	0.7881	22.9	19.1
880	Acute adjustment reaction & psychosocial dysfunction	0	0.4959	17.7	14.8
881	Depressive neuroses	0	0.6214	20.3	16.9
882	Neuroses except depressive	0	0.6214	20.3	16.9
883	Disorders of personality & impulse control	0	0.6214	20.3	16.9
884	Organic disturbances & intellectual disability	0	0.5152	24.5	20.4
885	Psychoses	0	0.4901	23.1	19.3
886	Behavioral & developmental disorders	0	0.4959	17.7	14.8
887	Other mental disorder diagnoses	0	0.4959	17.7	14.8
894	"Alcohol/drug abuse or dependence, left ama"	0	0.4959	17.7	14.8
895	Alcohol/drug abuse or dependence w rehabilitation therapy	0	0.4670	25.4	21.2
896	Alcohol/drug abuse or dependence w/o rehabilitation therapy w MCC	0	0.7881	22.9	19.1
897	Alcohol/drug abuse or dependence w/o rehabilitation therapy w/o MCC	0	0.6214	20.3	16.9
901	Wound debridements for injuries w MCC	145	1.4732	34.4	28.7
