"TABLE 11.—  MS-LTC-DRGS, RELATIVE WEIGHTS, GEOMETRIC AVERAGE LENGTH OF STAY, SHORT-STAY OUTLIER (SSO) THRESHOLD FOR DISCHARGES OCCURRING FROM OCTOBER 1, 2019 THROUGH SEPTEMBER 30, 2020 UNDER THE LTCH PPS"					
MS-LTC-DRG	MS-LTC-DRG Title	FY 2018 LTCH Cases	Relative Weight	Geometric Average Length of Stay1	Short-Stay Outlier (SSO) Threshold2
444	Disorders of the biliary tract w MCC	104	0.8779	23.0	19.2
445*	Disorders of the biliary tract w CC	18	0.7922	21.8	18.2
446*	Disorders of the biliary tract w/o CC/MCC	2	0.7922	21.8	18.2
453	Combined anterior/posterior spinal fusion w MCC	0	0.9364	23.8	19.8
454	Combined anterior/posterior spinal fusion w CC	0	0.7210	22.6	18.8
455	Combined anterior/posterior spinal fusion w/o CC/MCC	0	0.4808	15.8	13.2
456	Spinal fus exc cerv w spinal curv/malig/infec or ext fus w MCC	0	0.9364	23.8	19.8
457	Spinal fus exc cerv w spinal curv/malig/infec or ext fus w CC	0	0.7210	22.6	18.8
458	Spinal fus exc cerv w spinal curv/malig/infec or ext fus w/o CC/MCC	0	0.4808	15.8	13.2
459	Spinal fusion except cervical w MCC	0	0.9364	23.8	19.8
460	Spinal fusion except cervical w/o MCC	0	0.7210	22.6	18.8
461	Bilateral or multiple major joint procs of lower extremity w MCC	0	0.9364	23.8	19.8
462	Bilateral or multiple major joint procs of lower extremity w/o MCC	0	0.7210	22.6	18.8
463	"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC"	361	1.4780	36.7	30.6
464	"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC"	49	1.1074	32.5	27.1
465	"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC"	2	0.7922	21.8	18.2
466	Revision of hip or knee replacement w MCC	0	1.7458	40.4	33.7
467	Revision of hip or knee replacement w CC	0	0.7922	21.8	18.2
468	Revision of hip or knee replacement w/o CC/MCC	0	0.7922	21.8	18.2
469	Major hip and knee joint replacement or reattachment of lower extremity w MCC or total ankle replacement	0	1.7458	40.4	33.7
470	Major hip and knee joint replacement or reattachment of lower extremity w/o MCC	0	0.7922	21.8	18.2
471	Cervical spinal fusion w MCC	1	1.5478	33.6	28.0
472	Cervical spinal fusion w CC	0	0.7210	22.6	18.8
473	Cervical spinal fusion w/o CC/MCC	0	0.4808	15.8	13.2
474	Amputation for musculoskeletal sys & conn tissue dis w MCC	26	1.7458	40.4	33.7
475	Amputation for musculoskeletal sys & conn tissue dis w CC	3	0.7922	21.8	18.2
476	Amputation for musculoskeletal sys & conn tissue dis w/o CC/MCC	0	0.7922	21.8	18.2
477	Biopsies of musculoskeletal system & connective tissue w MCC	8	1.5478	33.6	28.0
478	Biopsies of musculoskeletal system & connective tissue w CC	1	1.5478	33.6	28.0
479	Biopsies of musculoskeletal system & connective tissue w/o CC/MCC	0	1.5478	33.6	28.0
480*	Hip & femur procedures except major joint w MCC	2	1.0554	26.2	21.8
481*	Hip & femur procedures except major joint w CC	1	1.0554	26.2	21.8
482	Hip & femur procedures except major joint w/o CC/MCC	0	1.0554	26.2	21.8
483	Major joint/limb reattachment procedure of upper extremities	1	0.4808	15.8	13.2
485	Knee procedures w pdx of infection w MCC	0	1.5478	33.6	28.0
486	Knee procedures w pdx of infection w CC	1	1.5478	33.6	28.0
487	Knee procedures w pdx of infection w/o CC/MCC	0	1.5478	33.6	28.0
488	Knee procedures w/o pdx of infection w CC/MCC	0	0.6064	18.6	15.5
489	Knee procedures w/o pdx of infection w/o CC/MCC	0	0.6064	18.6	15.5
492	"Lower extrem & humer proc except hip, foot, femur w MCC"	5	0.6064	18.6	15.5
493	"Lower extrem & humer proc except hip, foot, femur w CC"	0	0.6064	18.6	15.5
494	"Lower extrem & humer proc except hip, foot, femur w/o CC/MCC"	0	0.6064	18.6	15.5
495	Local excision & removal int fix devices exc hip & femur w MCC	2	1.0554	26.2	21.8
496	Local excision & removal int fix devices exc hip & femur w CC	1	0.7922	21.8	18.2
497	Local excision & removal int fix devices exc hip & femur w/o CC/MCC	0	0.7922	21.8	18.2
498	Local excision & removal int fix devices of hip & femur w CC/MCC	8	1.0554	26.2	21.8
499	Local excision & removal int fix devices of hip & femur w/o CC/MCC	0	1.0554	26.2	21.8
500	Soft tissue procedures w MCC	119	1.3572	32.7	27.3
501	Soft tissue procedures w CC	17	1.0554	26.2	21.8
502	Soft tissue procedures w/o CC/MCC	0	1.0554	26.2	21.8
503	Foot procedures w MCC	9	1.5478	33.6	28.0
504	Foot procedures w CC	3	0.7922	21.8	18.2
505	Foot procedures w/o CC/MCC	0	0.7922	21.8	18.2
506	Major thumb or joint procedures	0	0.4808	15.8	13.2
507	Major shoulder or elbow joint procedures w CC/MCC	0	0.7922	21.8	18.2
508	Major shoulder or elbow joint procedures w/o CC/MCC	0	0.4808	15.8	13.2
509	Arthroscopy	0	0.4808	15.8	13.2
510	"Shoulder, elbow or forearm proc, exc major joint proc w MCC"	4	1.0554	26.2	21.8
511	"Shoulder, elbow or forearm proc, exc major joint proc w CC"	1	0.7922	21.8	18.2
512	"Shoulder, elbow or forearm proc, exc major joint proc w/o CC/MCC"	1	0.4808	15.8	13.2
513	"Hand or wrist proc, except major thumb or joint proc w CC/MCC"	4	1.0554	26.2	21.8
514	"Hand or wrist proc, except major thumb or joint proc w/o CC/MCC"	0	1.0554	26.2	21.8
515	Other musculoskelet sys & conn tiss O.R. proc w MCC	55	1.5842	35.6	29.7
516	Other musculoskelet sys & conn tiss O.R. proc w CC	0	1.5842	35.6	29.7
517	Other musculoskelet sys & conn tiss O.R. proc w/o CC/MCC	0	1.5842	35.6	29.7
518	Back & neck proc exc spinal fusion w MCC or disc device/neurostim	2	1.5478	33.6	28.0
519	Back & neck proc exc spinal fusion w CC	0	0.7210	22.6	18.8
520	Back & neck proc exc spinal fusion w/o CC/MCC	0	0.4808	15.8	13.2
533	Fractures of femur w MCC	1	1.0554	26.2	21.8
534	Fractures of femur w/o MCC	0	1.0554	26.2	21.8
535	Fractures of hip & pelvis w MCC	4	0.6064	18.6	15.5
536	Fractures of hip & pelvis w/o MCC	1	0.4808	15.8	13.2
537	"Sprains, strains, & dislocations of hip, pelvis & thigh w CC/MCC"	0	0.6064	18.6	15.5
538	"Sprains, strains, & dislocations of hip, pelvis & thigh w/o CC/MCC"	0	0.4808	15.8	13.2
539	Osteomyelitis w MCC	775	1.0627	28.5	23.8
540	Osteomyelitis w CC	113	0.8771	26.4	22.0
541*	Osteomyelitis w/o CC/MCC	10	0.8771	26.4	22.0
542*	Pathological fractures & musculoskelet & conn tiss malig w MCC	8	0.7922	21.8	18.2
543*	Pathological fractures & musculoskelet & conn tiss malig w CC	1	0.7922	21.8	18.2
544	Pathological fractures & musculoskelet & conn tiss malig w/o CC/MCC	0	0.7922	21.8	18.2
545	Connective tissue disorders w MCC	27	1.4055	28.0	23.3
546	Connective tissue disorders w CC	5	1.0554	26.2	21.8
547	Connective tissue disorders w/o CC/MCC	0	1.0554	26.2	21.8
548	Septic arthritis w MCC	110	1.1103	28.8	24.0
549	Septic arthritis w CC	28	0.6247	21.6	18.0
550	Septic arthritis w/o CC/MCC	3	0.4808	15.8	13.2
551	Medical back problems w MCC	56	1.0968	28.7	23.9
552	Medical back problems w/o MCC	24	0.7922	21.8	18.2
553*	Bone diseases & arthropathies w MCC	3	0.7922	21.8	18.2
554*	Bone diseases & arthropathies w/o MCC	2	0.7922	21.8	18.2
555	Signs & symptoms of musculoskeletal system & conn tissue w MCC	3	0.7922	21.8	18.2
556	Signs & symptoms of musculoskeletal system & conn tissue w/o MCC	4	0.6064	18.6	15.5
557	"Tendonitis, myositis & bursitis w MCC"	154	1.0665	26.8	22.3
558	"Tendonitis, myositis & bursitis w/o MCC"	54	0.7162	22.3	18.6
559	"Aftercare, musculoskeletal system & connective tissue w MCC"	779	0.9313	25.2	21.0
560	"Aftercare, musculoskeletal system & connective tissue w CC"	321	0.8125	24.4	20.3
561	"Aftercare, musculoskeletal system & connective tissue w/o CC/MCC"	13	0.4808	15.8	13.2
562*	"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w MCC"	3	0.7922	21.8	18.2
563*	"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w/o MCC"	4	0.7922	21.8	18.2
564	Other musculoskeletal sys & connective tissue diagnoses w MCC	150	0.9364	23.8	19.8
565	Other musculoskeletal sys & connective tissue diagnoses w CC	35	0.7210	22.6	18.8
566	Other musculoskeletal sys & connective tissue diagnoses w/o CC/MCC	1	0.4808	15.8	13.2
570	Skin debridement w MCC	313	1.2916	32.6	27.2
571	Skin debridement w CC	86	1.0104	28.7	23.9
572*	Skin debridement w/o CC/MCC	3	1.0104	28.7	23.9
573	Skin graft for skin ulcer or cellulitis w MCC	46	1.6346	42.5	35.4
574	Skin graft for skin ulcer or cellulitis w CC	22	1.5478	33.6	28.0
575	Skin graft for skin ulcer or cellulitis w/o CC/MCC	1	1.0554	26.2	21.8
576	Skin graft exc for skin ulcer or cellulitis w MCC	5	1.5478	33.6	28.0
577	Skin graft exc for skin ulcer or cellulitis w CC	2	0.6064	18.6	15.5
578	Skin graft exc for skin ulcer or cellulitis w/o CC/MCC	0	0.6064	18.6	15.5
579	"Other skin, subcut tiss & breast proc w MCC"	294	1.5422	35.1	29.3
580	"Other skin, subcut tiss & breast proc w CC"	53	1.1137	32.6	27.2
581	"Other skin, subcut tiss & breast proc w/o CC/MCC"	0	1.1137	32.6	27.2
582	Mastectomy for malignancy w CC/MCC	0	1.0104	28.7	23.9
583	Mastectomy for malignancy w/o CC/MCC	0	1.0104	28.7	23.9
584	"Breast biopsy, local excision & other breast procedures w CC/MCC"	0	1.0104	28.7	23.9
585	"Breast biopsy, local excision & other breast procedures w/o CC/MCC"	0	1.0104	28.7	23.9
592	Skin ulcers w MCC	640	0.9629	25.3	21.1
593	Skin ulcers w CC	196	0.7183	23.4	19.5
594*	Skin ulcers w/o CC/MCC	8	0.7183	23.4	19.5
595	Major skin disorders w MCC	8	0.7922	21.8	18.2
596	Major skin disorders w/o MCC	2	0.4808	15.8	13.2
597	Malignant breast disorders w MCC	2	0.7922	21.8	18.2
598	Malignant breast disorders w CC	1	0.4808	15.8	13.2
599	Malignant breast disorders w/o CC/MCC	0	0.4808	15.8	13.2
600	Non-malignant breast disorders w CC/MCC	4	0.7922	21.8	18.2
601	Non-malignant breast disorders w/o CC/MCC	0	0.4808	15.8	13.2
602	Cellulitis w MCC	353	0.8238	22.7	18.9
603	Cellulitis w/o MCC	175	0.5678	18.0	15.0
604	"Trauma to the skin, subcut tiss & breast w MCC"	26	0.9019	25.6	21.3
605	"Trauma to the skin, subcut tiss & breast w/o MCC"	8	0.6064	18.6	15.5
606	Minor skin disorders w MCC	50	0.9652	23.4	19.5
607	Minor skin disorders w/o MCC	16	0.6064	18.6	15.5
614	Adrenal & pituitary procedures w CC/MCC	0	0.6064	18.6	15.5
615	Adrenal & pituitary procedures w/o CC/MCC	0	0.4808	15.8	13.2
616	"Amputat of lower limb for endocrine, nutrit, & metabol dis w MCC"	40	1.3567	34.7	28.9
617	"Amputat of lower limb for endocrine, nutrit, & metabol dis w CC"	26	1.2998	30.6	25.5
618	"Amputat of lower limb for endocrine, nutrit, & metabol dis w/o CC/MCC"	0	0.7922	21.8	18.2
619	O.R. procedures for obesity w MCC	1	1.5478	33.6	28.0
620	O.R. procedures for obesity w CC	0	1.0554	26.2	21.8
621	O.R. procedures for obesity w/o CC/MCC	0	1.0554	26.2	21.8
622	"Skin grafts & wound debrid for endoc, nutrit & metab dis w MCC"	201	1.3112	34.2	28.5
623	"Skin grafts & wound debrid for endoc, nutrit & metab dis w CC"	99	1.1241	29.8	24.8
624	"Skin grafts & wound debrid for endoc, nutrit & metab dis w/o CC/MCC"	0	0.6064	18.6	15.5
625	"Thyroid, parathyroid & thyroglossal procedures w MCC"	0	1.4640	33.5	27.9
626	"Thyroid, parathyroid & thyroglossal procedures w CC"	0	1.0554	26.2	21.8
627	"Thyroid, parathyroid & thyroglossal procedures w/o CC/MCC"	0	0.7920	22.6	18.8
628	"Other endocrine, nutrit & metab O.R. proc w MCC"	35	1.4640	33.5	27.9
629	"Other endocrine, nutrit & metab O.R. proc w CC"	24	1.0554	26.2	21.8
630	"Other endocrine, nutrit & metab O.R. proc w/o CC/MCC"	0	0.7920	22.6	18.8
637	Diabetes w MCC	430	1.0019	24.5	20.4
638	Diabetes w CC	306	0.8028	23.3	19.4
639	Diabetes w/o CC/MCC	1	0.4808	15.8	13.2
640	"Misc disorders of nutrition, metabolism, fluids/electrolytes w MCC"	193	0.9069	22.9	19.1
641	"Misc disorders of nutrition, metabolism, fluids/electrolytes w/o MCC"	66	0.6217	18.6	15.5
642	Inborn and other disorders of metabolism	2	1.5478	33.6	28.0
643	Endocrine disorders w MCC	12	0.6064	18.6	15.5
644	Endocrine disorders w CC	1	0.6064	18.6	15.5
645	Endocrine disorders w/o CC/MCC	1	0.4808	15.8	13.2
652	Kidney transplant	0	0.0000	0.0	0.0
653	Major bladder procedures w MCC	0	0.7922	21.8	18.2
654	Major bladder procedures w CC	0	0.7922	21.8	18.2
655	Major bladder procedures w/o CC/MCC	0	0.7922	21.8	18.2
656	Kidney & ureter procedures for neoplasm w MCC	0	1.0554	26.2	21.8
657	Kidney & ureter procedures for neoplasm w CC	1	1.0554	26.2	21.8
658	Kidney & ureter procedures for neoplasm w/o CC/MCC	0	1.0554	26.2	21.8
659	Kidney & ureter procedures for non-neoplasm w MCC	11	1.0554	26.2	21.8
660	Kidney & ureter procedures for non-neoplasm w CC	2	0.7922	21.8	18.2
661	Kidney & ureter procedures for non-neoplasm w/o CC/MCC	0	0.7922	21.8	18.2
662	Minor bladder procedures w MCC	0	1.0554	26.2	21.8
663	Minor bladder procedures w CC	2	0.6064	18.6	15.5
664	Minor bladder procedures w/o CC/MCC	0	0.4808	15.8	13.2
665	Prostatectomy w MCC	0	0.6064	18.6	15.5
666	Prostatectomy w CC	1	0.6064	18.6	15.5
667	Prostatectomy w/o CC/MCC	0	0.6064	18.6	15.5
668	Transurethral procedures w MCC	3	0.7922	21.8	18.2
669	Transurethral procedures w CC	0	0.7922	21.8	18.2
670	Transurethral procedures w/o CC/MCC	0	0.7922	21.8	18.2
671	Urethral procedures w CC/MCC	0	0.7327	20.9	17.4
672	Urethral procedures w/o CC/MCC	0	0.7327	20.9	17.4
673	Other kidney & urinary tract procedures w MCC	213	1.4304	31.1	25.9
674	Other kidney & urinary tract procedures w CC	23	1.0554	26.2	21.8
675	Other kidney & urinary tract procedures w/o CC/MCC	0	0.7327	20.9	17.4
682	Renal failure w MCC	"1,235"	0.9511	22.9	19.1
683	Renal failure w CC	241	0.7327	20.9	17.4
684*	Renal failure w/o CC/MCC	11	0.7327	20.9	17.4
686	Kidney & urinary tract neoplasms w MCC	7	1.0554	26.2	21.8
687	Kidney & urinary tract neoplasms w CC	0	1.0554	26.2	21.8
688	Kidney & urinary tract neoplasms w/o CC/MCC	0	0.6045	18.4	15.3
689	Kidney & urinary tract infections w MCC	397	0.7217	20.8	17.3
690	Kidney & urinary tract infections w/o MCC	139	0.5259	16.6	13.8
693	Urinary stones w MCC	13	0.7922	21.8	18.2
694	Urinary stones w/o MCC	5	0.4808	15.8	13.2
695	Kidney & urinary tract signs & symptoms w MCC	3	1.0554	26.2	21.8
696	Kidney & urinary tract signs & symptoms w/o MCC	0	1.0554	26.2	21.8
697	Urethral stricture	0	0.9618	23.0	19.2
698	Other kidney & urinary tract diagnoses w MCC	232	0.9618	23.0	19.2
699	Other kidney & urinary tract diagnoses w CC	40	0.6045	18.4	15.3
700	Other kidney & urinary tract diagnoses w/o CC/MCC	1	0.4808	15.8	13.2
707	Major male pelvic procedures w CC/MCC	0	1.0554	26.2	21.8
708	Major male pelvic procedures w/o CC/MCC	0	1.0554	26.2	21.8
709	Penis procedures w CC/MCC	5	1.5478	33.6	28.0
710	Penis procedures w/o CC/MCC	0	0.6045	18.4	15.3
711	Testes procedures w CC/MCC	2	1.5478	33.6	28.0
712	Testes procedures w/o CC/MCC	0	0.7327	20.9	17.4
713	Transurethral prostatectomy w CC/MCC	2	1.5478	33.6	28.0
714	Transurethral prostatectomy w/o CC/MCC	0	1.5478	33.6	28.0
715	Other male reproductive system O.R. proc for malignancy w CC/MCC	0	0.7327	20.9	17.4
716	Other male reproductive system O.R. proc for malignancy w/o CC/MCC	0	0.7327	20.9	17.4
717	Other male reproductive system O.R. proc exc malignancy w CC/MCC	19	1.0554	26.2	21.8
718	Other male reproductive system O.R. proc exc malignancy w/o CC/MCC	0	0.7327	20.9	17.4
722	"Malignancy, male reproductive system w MCC"	2	0.4808	15.8	13.2
723	"Malignancy, male reproductive system w CC"	1	0.4808	15.8	13.2
724	"Malignancy, male reproductive system w/o CC/MCC"	0	0.4808	15.8	13.2
725	Benign prostatic hypertrophy w MCC	0	0.4808	15.8	13.2
726	Benign prostatic hypertrophy w/o MCC	1	0.4808	15.8	13.2
727	Inflammation of the male reproductive system w MCC	71	0.8670	23.9	19.9
728	Inflammation of the male reproductive system w/o MCC	31	0.6401	20.3	16.9
729	Other male reproductive system diagnoses w CC/MCC	7	0.7922	21.8	18.2
730	Other male reproductive system diagnoses w/o CC/MCC	0	0.7922	21.8	18.2
734	"Pelvic evisceration, rad hysterectomy & rad vulvectomy w CC/MCC"	0	0.7922	21.8	18.2
735	"Pelvic evisceration, rad hysterectomy & rad vulvectomy w/o CC/MCC"	0	0.7922	21.8	18.2
736	Uterine & adnexa proc for ovarian or adnexal malignancy w MCC	0	0.7922	21.8	18.2
737	Uterine & adnexa proc for ovarian or adnexal malignancy w CC	0	0.7922	21.8	18.2
738	Uterine & adnexa proc for ovarian or adnexal malignancy w/o CC/MCC	0	0.7922	21.8	18.2
739	"Uterine, adnexa proc for non-ovarian/adnexal malig w MCC"	0	1.4640	33.5	27.9
740	"Uterine, adnexa proc for non-ovarian/adnexal malig w CC"	0	1.0554	26.2	21.8
741	"Uterine, adnexa proc for non-ovarian/adnexal malig w/o CC/MCC"	0	0.4808	15.8	13.2
742	Uterine & adnexa proc for non-malignancy w CC/MCC	0	0.7922	21.8	18.2
743	Uterine & adnexa proc for non-malignancy w/o CC/MCC	0	0.7922	21.8	18.2
744	"D&C, conization, laparoscopy & tubal interruption w CC/MCC"	0	0.7922	21.8	18.2
745	"D&C, conization, laparoscopy & tubal interruption w/o CC/MCC"	0	0.7922	21.8	18.2
746	"Vagina, cervix & vulva procedures w CC/MCC"	0	0.7922	21.8	18.2
747	"Vagina, cervix & vulva procedures w/o CC/MCC"	0	0.7922	21.8	18.2
748	Female reproductive system reconstructive procedures	0	0.7922	21.8	18.2
749	Other female reproductive system O.R. procedures w CC/MCC	4	0.7922	21.8	18.2
750	Other female reproductive system O.R. procedures w/o CC/MCC	0	0.7922	21.8	18.2
754*	"Malignancy, female reproductive system w MCC"	4	0.7922	21.8	18.2
755*	"Malignancy, female reproductive system w CC"	1	0.7922	21.8	18.2
756	"Malignancy, female reproductive system w/o CC/MCC"	0	0.7922	21.8	18.2
757	"Infections, female reproductive system w MCC"	37	0.8908	24.7	20.6
758	"Infections, female reproductive system w CC"	16	0.6064	18.6	15.5
759	"Infections, female reproductive system w/o CC/MCC"	2	0.6064	18.6	15.5
760	Menstrual & other female reproductive system disorders w CC/MCC	2	1.5478	33.6	28.0
761	Menstrual & other female reproductive system disorders w/o CC/MCC	0	0.7327	20.9	17.4
768	Vaginal delivery w O.R. proc except steril &/or D&C	0	0.6064	18.6	15.5
769	Postpartum & post abortion diagnoses w O.R. procedure	0	0.6064	18.6	15.5
770	"Abortion w D&C, aspiration curettage or hysterotomy"	0	0.6064	18.6	15.5
776	Postpartum & post abortion diagnoses w/o O.R. procedure	2	1.5478	33.6	28.0
779	Abortion w/o D&C	0	0.6064	18.6	15.5
783	Cesarean section w sterilization w MCC	0	1.0554	26.2	21.8
784	Cesarean section w sterilization w CC	0	1.0554	26.2	21.8
785	Cesarean section w sterilization w/o CC/MCC	0	1.0554	26.2	21.8
786	Cesarean section w/o sterilization w MCC	0	1.0554	26.2	21.8
787	Cesarean section w/o sterilization w CC	0	1.0554	26.2	21.8
788	Cesarean section w/o sterilization w/o CC/MCC	0	1.0554	26.2	21.8
789	"Neonates, died or transferred to another acute care facility"	0	0.6064	18.6	15.5
790	"Extreme immaturity or respiratory distress syndrome, neonate"	0	0.6064	18.6	15.5
791	Prematurity w major problems	0	0.6064	18.6	15.5
792	Prematurity w/o major problems	0	0.6064	18.6	15.5
793	Full term neonate w major problems	0	0.6064	18.6	15.5
794	Neonate w other significant problems	0	0.6064	18.6	15.5
795	Normal newborn	0	0.6064	18.6	15.5
796	Vaginal delivery w sterilization/D&C w MCC	0	0.6064	18.6	15.5
797	Vaginal delivery w sterilization/D&C w CC	0	0.6064	18.6	15.5
798	Vaginal delivery w sterilization/D&C w/o CC/MCC	0	0.6064	18.6	15.5
799	Splenectomy w MCC	0	1.4825	34.0	28.3
800	Splenectomy w CC	0	1.0554	26.2	21.8
801	Splenectomy w/o CC/MCC	0	1.0554	26.2	21.8
802	Other O.R. proc of the blood & blood forming organs w MCC	1	0.6064	18.6	15.5
803	Other O.R. proc of the blood & blood forming organs w CC	0	0.6064	18.6	15.5
804	Other O.R. proc of the blood & blood forming organs w/o CC/MCC	0	0.6064	18.6	15.5
805	Vaginal delivery w/o sterilization/D&C w MCC	0	0.7922	21.8	18.2
806	Vaginal delivery w/o sterilization/D&C w CC	0	0.7922	21.8	18.2
807	Vaginal delivery w/o sterilization/D&C w/o CC/MCC	0	0.7922	21.8	18.2
808*	Major hematol/immun diag exc sickle cell crisis & coagul w MCC	17	0.7922	21.8	18.2
809*	Major hematol/immun diag exc sickle cell crisis & coagul w CC	1	0.7922	21.8	18.2
810	Major hematol/immun diag exc sickle cell crisis & coagul w/o CC/MCC	0	0.7922	21.8	18.2
811	Red blood cell disorders w MCC	21	1.5478	33.6	28.0
812	Red blood cell disorders w/o MCC	11	0.6064	18.6	15.5
813	Coagulation disorders	23	1.0554	26.2	21.8
814	Reticuloendothelial & immunity disorders w MCC	12	0.7922	21.8	18.2
815	Reticuloendothelial & immunity disorders w CC	4	0.6064	18.6	15.5
816	Reticuloendothelial & immunity disorders w/o CC/MCC	0	0.6064	18.6	15.5
817	Other antepartum diagnoses w O.R. procedure w MCC	0	0.6064	18.6	15.5
818	Other antepartum diagnoses w O.R. procedure w CC	0	0.6064	18.6	15.5
819	Other antepartum diagnoses w O.R. procedure w/o CC/MCC	0	0.6064	18.6	15.5
820	Lymphoma & leukemia w major O.R. procedure w MCC	0	0.6064	18.6	15.5
821	Lymphoma & leukemia w major O.R. procedure w CC	0	0.6064	18.6	15.5
822	Lymphoma & leukemia w major O.R. procedure w/o CC/MCC	0	0.6064	18.6	15.5
823	Lymphoma & non-acute leukemia w other proc w MCC	1	0.7922	21.8	18.2
824	Lymphoma & non-acute leukemia w other proc w CC	0	0.7922	21.8	18.2
825	Lymphoma & non-acute leukemia w other proc w/o CC/MCC	0	0.7922	21.8	18.2
826	Myeloprolif disord or poorly diff neopl w maj O.R. proc w MCC	0	0.6064	18.6	15.5
827	Myeloprolif disord or poorly diff neopl w maj O.R. proc w CC	0	0.6064	18.6	15.5
828	Myeloprolif disord or poorly diff neopl w maj O.R. proc w/o CC/MCC	0	0.6064	18.6	15.5
829	Myeloproliferative disorders or poorly differentiated neoplasms w other procedure w CC/MCC	0	0.6064	18.6	15.5
830	Myeloproliferative disorders or poorly differentiated neoplasms w other procedure w/o CC/MCC	0	0.6064	18.6	15.5
831	Other antepartum diagnoses w/o O.R. procedure w MCC	0	0.6064	18.6	15.5
832	Other antepartum diagnoses w/o O.R. procedure w CC	0	0.6064	18.6	15.5
833	Other antepartum diagnoses w/o O.R. procedure w/o CC/MCC	0	0.6064	18.6	15.5
834	Acute leukemia w/o major O.R. procedure w MCC	2	0.6064	18.6	15.5
835	Acute leukemia w/o major O.R. procedure w CC	4	0.6064	18.6	15.5
836	Acute leukemia w/o major O.R. procedure w/o CC/MCC	0	0.6064	18.6	15.5
837	Chemo w acute leukemia as sdx or w high dose chemo agent w MCC	0	0.4808	15.8	13.2
838	Chemo w acute leukemia as sdx w CC or high dose chemo agent	0	0.4808	15.8	13.2
839	Chemo w acute leukemia as sdx w/o CC/MCC	0	0.4808	15.8	13.2
840	Lymphoma & non-acute leukemia w MCC	26	0.8798	21.4	17.8
841	Lymphoma & non-acute leukemia w CC	1	0.4808	15.8	13.2
842	Lymphoma & non-acute leukemia w/o CC/MCC	0	0.4808	15.8	13.2
843	Other myeloprolif dis or poorly diff neopl diag w MCC	2	1.0554	26.2	21.8
844	Other myeloprolif dis or poorly diff neopl diag w CC	1	0.4808	15.8	13.2
845	Other myeloprolif dis or poorly diff neopl diag w/o CC/MCC	0	0.4808	15.8	13.2
846	Chemotherapy w/o acute leukemia as secondary diagnosis w MCC	2	1.0554	26.2	21.8
847	Chemotherapy w/o acute leukemia as secondary diagnosis w CC	1	0.4808	15.8	13.2
848	Chemotherapy w/o acute leukemia as secondary diagnosis w/o CC/MCC	0	0.4808	15.8	13.2
849	Radiotherapy	4	1.5478	33.6	28.0
853	Infectious & parasitic diseases w O.R. procedure w MCC	844	1.8541	37.7	31.4
854	Infectious & parasitic diseases w O.R. procedure w CC	38	0.8897	24.4	20.3
855	Infectious & parasitic diseases w O.R. procedure w/o CC/MCC	0	0.8897	24.4	20.3
856	Postoperative or post-traumatic infections w O.R. proc w MCC	189	1.6181	35.1	29.3
857	Postoperative or post-traumatic infections w O.R. proc w CC	37	1.0915	31.4	26.2
858	Postoperative or post-traumatic infections w O.R. proc w/o CC/MCC	0	1.0915	31.4	26.2
862	Postoperative & post-traumatic infections w MCC	822	1.0778	25.7	21.4
863	Postoperative & post-traumatic infections w/o MCC	146	0.7705	22.2	18.5
864	Fever and inflammatory conditions	1	1.5478	33.6	28.0
865	Viral illness w MCC	24	0.7922	21.8	18.2
866	Viral illness w/o MCC	4	0.7922	21.8	18.2
867	Other infectious & parasitic diseases diagnoses w MCC	107	0.9878	22.7	18.9
868*	Other infectious & parasitic diseases diagnoses w CC	17	0.9878	22.7	18.9
869*	Other infectious & parasitic diseases diagnoses w/o CC/MCC	1	0.9878	22.7	18.9
870	Septicemia or severe sepsis w MV >96 hours	"1,176"	1.9648	29.9	24.9
871	Septicemia or severe sepsis w/o MV >96 hours w MCC	"4,132"	0.9217	22.7	18.9
872	Septicemia or severe sepsis w/o MV >96 hours w/o MCC	359	0.6144	19.0	15.8
876	O.R. procedure w principal diagnoses of mental illness	0	0.7881	22.9	19.1
880	Acute adjustment reaction & psychosocial dysfunction	0	0.4959	17.7	14.8
881	Depressive neuroses	0	0.6214	20.3	16.9
882	Neuroses except depressive	0	0.6214	20.3	16.9
883	Disorders of personality & impulse control	0	0.6214	20.3	16.9
884	Organic disturbances & intellectual disability	0	0.5152	24.5	20.4
885	Psychoses	0	0.4901	23.1	19.3
886	Behavioral & developmental disorders	0	0.4959	17.7	14.8
887	Other mental disorder diagnoses	0	0.4959	17.7	14.8
894	"Alcohol/drug abuse or dependence, left AMA"	0	0.4959	17.7	14.8
895	Alcohol/drug abuse or dependence w rehabilitation therapy	0	0.4670	25.4	21.2
896	Alcohol/drug abuse or dependence w/o rehabilitation therapy w MCC	0	0.7881	22.9	19.1
897	Alcohol/drug abuse or dependence w/o rehabilitation therapy w/o MCC	0	0.6214	20.3	16.9
901	Wound debridements for injuries w MCC	145	1.4295	34.0	28.3
902	Wound debridements for injuries w CC	25	1.1393	31.3	26.1
903	Wound debridements for injuries w/o CC/MCC	0	1.1393	31.3	26.1
